"","h_ground_cnt","h_not_ground_cnt","h_per_ground","h_ng_tgi","h_ng_vari","h_l1_cnt","h_l1_per","h_l1_mean","h_l1_median","h_l1_std","h_l1_tgi","h_l1_vari","h_l1_skew","h_l1_kurt","h_l2_cnt","h_l2_per","h_l2_mean","h_l2_median","h_l2_std","h_l2_tgi","h_l2_vari","h_l2_skew","h_l2_kurt","h_l3_cnt","h_l3_per","h_l3_median","h_l3_std","h_l4_cnt","h_l4_per","h_l4_median","h_l4_std","h_l5_cnt","h_l5_per","h_l5_median","h_l5_std","h_GC_cnt","h_GC_per","h_GC_mean","h_GC_median","h_GC_std","h_GC_tgi","h_GC_vari","h_GC_skew","h_GC_kurt","h_US_cnt","h_US_per","h_US_median","h_US_std","h_MS_cnt","h_MS_per","h_MS_median","h_MS_std","h_OS_cnt","h_OS_per","h_OS_median","h_OS_std","h_zmax","h_zmean","h_zsd","h_zskew","h_zkurt","h_pzabovezmean","h_pzabove2","h_zq5","h_zq10","h_zq15","h_zq20","h_zq25","h_zq30","h_zq35","h_zq40","h_zq45","h_zq50","h_zq55","h_zq60","h_zq65","h_zq70","h_zq75","h_zq80","h_zq85","h_zq90","h_zq95","h_zpcum1","h_zpcum2","h_zpcum3","h_zpcum4","h_zpcum5","h_zpcum6","h_zpcum7","h_zpcum8","h_zpcum9","fDim","fInt","per_gap","s_lng_na_per","s_lng_zero_per","s_lng_prop_mn","s_lng_prop_sd","s_lng_prop_sk","s_lng_prop_ku","s_l1_na_per","s_l1_zero_per","s_l1_prop_mn","s_l1_prop_sd","s_l1_prop_sk","s_l1_prop_ku","s_l2_na_per","s_l2_zero_per","s_l2_prop_mn","s_l2_prop_sd","s_l2_prop_sk","s_l2_prop_ku","s_l3_na_per","s_l3_zero_per","s_l3_prop_mn","s_l3_prop_sd","s_l3_prop_sk","s_l3_prop_ku","s_l4_na_per","s_l4_zero_per","s_l4_prop_mn","s_l4_prop_sd","s_l4_prop_sk","s_l4_prop_ku","s_l5_na_per","s_l5_zero_per","s_l5_prop_mn","s_l5_prop_sd","s_l5_prop_sk","s_l5_prop_ku","vox_l1_cnt","vox_l1_mean","vox_l1_median","vox_l1_std","vox_l1_tgi","vox_l1_vari","vox_l1_skew","vox_l1_kurt","TBA","Basalarea","MeanTH","MDBH","TreesN","MaxTH","SDHT","nonocarea","StemsPacre","CBH","LAI","ULAI","MLAI","OLAI","FHD","GiSimp","LAHV","GCvol","USvol","MSvol","OSvol","canopyCover","fuel0_3l1_cnt","fuel0_3l1_mean","fuel0_3l1_median","fuel0_3l1_std","fuel0_3l1_tgi","fuel0_3l1_vari","fuel0_3l1_skew","fuel0_3l1_kurt","shrubs_l1_cnt","shrubs_l1_mean","shrubs_l1_median","shrubs_l1_std","shrubs_l1_tgi","shrubs_l1_vari","shrubs_l1_skew","shrubs_l1_kurt","ShrubsN","shrubArea","scaledShrubArea","MeanSH","MeanSA","MaxSH","SDSHT","MeanSD","MaxSD","MinSD","SDSD","fine_l1_cnt","fine_l1_mean","fine_l1_median","fine_l1_std","fine_l1_tgi","fine_l1_vari","fine_l1_skew","fine_l1_kurt","hr0_10_l1_cnt","hr0_10_l1_mean","hr0_10_l1_median","hr0_10_l1_std","hr0_10_l1_tgi","hr0_10_l1_vari","hr0_10_l1_skew","hr0_10_l1_kurt","hr100_1000_l1_cnt","hr100_1000_l1_mean","hr100_1000_l1_median","hr100_1000_l1_std","hr100_1000_l1_tgi","hr100_1000_l1_vari","hr100_1000_l1_skew","hr100_1000_l1_kurt","x","y","LF_EVC","LF_EVT","LF_FBFM13","LF_FBFM40","LF_CBD","LF_FDist","LF_ASP","LF_EVEL","LF_SLPD"
"11",1343482,21744,98.40729667,-10.02901706,0.055637845,16368,75.27593819,0.280312928,0.278,0.117897014,-9.391395423,0.054990849,-0.054858918,-0.824162343,5362,24.65967623,0.634661507,0.613,0.10239576,-11.99586759,0.057753502,0.935343578,0.308943994,13,0.059786608,1.022,0.013156845,0,0,0,0,0,0,0,0,21730,99.93561442,0.367750437,0.337,0.190776501,-10.03406361,0.055672549,0.531969671,-0.299670461,13,0.059786608,1.022,0.013156845,0,0,0,0,0,0,0,0,1.044,0.368126748,0.191408076,0.544479021,2.743258051,43.95695364,0,0.092,0.1423,0.176,0.199,0.221,0.244,0.266,0.289,0.313,0.337,0.363,0.392,0.431,0.46,0.498,0.54,0.587,0.636,0.719,6.140471919,22.06430247,45.06692424,63.01458075,77.82530702,89.07133986,95.48318845,98.5511246,99.75162136,0.556786742,3.171745451,75.58111364,0.009399982,99.18305611,0.048888409,1.183804267,76.53104035,7000.572308,0.386507379,98.73506676,0.49407941,6.864902283,15.70104993,247.264721,0.282286521,94.31898377,0.711139732,6.082044123,16.47518084,291.4345975,0.106382979,91.45390071,0.63298227,4.053708764,21.27021494,561.3884644,0,88.49964614,0.562484076,1.891595699,3.483178004,10.96173972,0,99.46763903,0.021525545,0.366484446,19.55674547,406.2156927,592933,0.079597639,0.05,0.093401095,-2.858571726,0.01119016,2.620289238,9.956455289,0,0,0,0,1,0,0,596,6.790033557,1.03275,0,0,0,0,0,0,0,0.105991611,3.35570469798658e-06,0,0,0.002668446,1347140,0.084066677,0.051,0.094678881,-2.215095244,0.005699591,2.371767034,8.122432234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578509,0.071212707,0.037,0.090185221,-1.333751974,-0.000442489,2.58715,9.433304084,13196,0.098544104,0.038,0.136895544,-4.74148332,0.021790702,2.357978763,6.93132548,1338,0.157814649,0.098,0.140749931,-3.863477493,0.016509864,0.566893847,-1.08799576,-11751729.81,4918940.754,116,7054,2,102,5,0,122,2424,11
"12",1398376,44624,96.90755371,25.18191983,3224.974583,18398,41.2289351,0.32551848,0.354,0.13129156,25.93132323,-0.195470236,-0.486446304,-0.931001999,25693,57.57664037,0.644706496,0.62,0.109375478,24.78504974,5601.329652,0.950416955,0.345658327,533,1.194424525,1.064,0.063422493,0,0,0,0,0,0,0,0,44091,98.80557548,0.511517838,0.534,0.19732491,25.26335914,3263.962407,-0.295574052,-0.242218491,533,1.194424525,1.064,0.063422493,0,0,0,0,0,0,0,0,1.26,0.518267121,0.205641218,-0.099034886,3.053018671,54.15919684,0,0.142,0.218,0.284,0.348,0.392,0.435,0.469,0.495,0.515,0.537,0.557,0.578,0.598,0.62,0.644,0.674,0.711,0.761,0.846,4.134639087,12.587679,23.20776281,42.00748493,72.24525469,89.57264191,96.31804227,98.90639356,99.7915873,0.540240011,3.152837893,75.65185606,0.621486278,98.6311946,0.725895845,8.660349551,12.48741336,154.531646,11.88118812,84.0523338,13.38021216,35.52138419,2.345789691,3.520781124,11.09520401,77.88117394,12.87354331,34.39128439,2.456713172,4.073980049,8.309859155,84.54225352,9.578112676,30.29190433,3.000413989,7.045502952,5.341880342,88.78205128,6.255103276,24.70883245,3.939573818,13.60536225,0.19672374,99.35844917,0.238861872,4.889721997,22.26127548,496.4936826,444875,0.066527368,0.015,0.139198786,17.33823471,1085.900679,3.163599886,10.69053615,0,0,0,0,1,0,0,684,5.916461988,1.027,0,0,0,0,0,0,0,0.089561404,5.4093567251462e-05,0,0,0.010091146,1380040,0.046766489,0.014,0.113826437,15.99576797,692.6075036,4.253635974,20.15162585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684153,0.036818076,0.012,0.097907067,15.83930343,563.3159687,5.006248516,28.173746,21034,0.098445041,0.014,0.179598937,16.63036669,-0.158572897,2.430392908,6.116833019,1365,0.035720879,0.022,0.051081304,16.07134853,-0.178685419,5.057142169,34.15767164,-11751729.81,4918940.754,116,7054,2,102,5,0,122,2424,11
"13",1246690,16210,98.71644627,-7.052571075,-0.065134009,10071,62.12831585,0.325323205,0.346,0.12251149,-3.503409211,-0.079420799,-0.418403274,-0.946948501,6139,37.87168415,0.589707444,0.568,0.076284744,-12.87495406,-0.041696598,1.501926225,2.453117541,0,0,0,0,0,0,0,0,0,0,0,0,16210,100,0.425449969,0.448,0.167259619,-7.052571075,-0.065134009,-0.189270808,-0.482481279,0,0,0,0,0,0,0,0,0,0,0,0,0.946,0.425449969,0.167259619,-0.189288323,2.517829363,54.65144972,0,0.128,0.181,0.227,0.263,0.301,0.34,0.371,0.399,0.424,0.448,0.472,0.493,0.511,0.529,0.546,0.564,0.586,0.62,0.671,2.07292245,10.84582639,22.90085755,36.21444876,55.16071318,80.79462027,94.36115738,98.17385403,99.63600469,0.560652114,3.219276152,76.86104545,0.006000034,99.03828022,0.043866508,0.976603396,87.34535814,9651.937735,0.321773329,86.98605649,0.970664998,6.48536439,15.35633621,254.105939,0.070947144,87.26498758,0.597357219,3.415558836,23.81217017,744.8771523,0.035236082,91.29668781,0.4289253,2.600890294,27.32062512,1109.778163,0.07183908,93.67816092,0.339385776,3.203209093,29.1485892,984.543346,0,99.49115782,0.017028232,0.306127738,21.11270598,479.2805006,584509,0.08991525,0.058,0.098888823,-4.813068903,-0.072045307,2.201752272,6.269597137,0,0,0,0,1,0,0,662,6.113081571,0,0,0,0,0,0,0,0,0.093531722,0,0,0,0.369499509,1246539,0.086685815,0.054,0.096250724,-3.732996859,-0.077616058,2.265588048,6.712564788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523204,0.071410299,0.038,0.091169259,-2.773421066,-0.081171978,2.628384495,9.065435853,15413,0.120851878,0.056,0.143516868,-5.206113957,-0.069442258,1.636040541,2.800638201,550,0.024396364,0.017,0.031393315,14.17546997,-0.151036534,8.307805012,111.5308632,-11751729.81,4918940.754,116,7054,2,102,5,0,122,2424,11
"14",1292700,2226476,36.73303069,-1.200060356,7638.057763,13863,0.622643137,0.327631177,0.367,0.135972682,-13.49834639,-0.006842237,-0.570160119,-0.959853566,21446,0.963226192,0.70445076,0.6715,0.141727791,-5.092420919,1078.491045,0.477061383,-0.955503813,24497,1.100258884,1.314,0.14334389,320809,14.40882363,1.815,0.115038354,1845861,82.90504816,3.257,1.914836744,35309,1.585869329,0.556504064,0.561,0.23091273,-8.392750715,655.0518027,-0.166267378,-0.527336502,1128186,50.67137485,2.367,0.454284993,1003806,45.08496835,4.033,1.45918744,59175,2.657787463,10.345,1.067916453,13.99,3.546800106,1.951217534,1.769401993,6.685679473,35.4795201,82.90504816,1.67,1.818,1.925,2.096,2.295,2.516,2.664,2.742,2.84,2.935,3.096,3.334,3.571,3.82,4.046,4.502,5.22,6.184,7.626,2.350666412,42.89206032,77.07384992,86.82482399,92.63521935,96.66450331,98.14729561,99.1890769,99.89121818,0.573317639,3.393901135,61.14800758,0.639917573,97.77540298,0.7735786,8.791876398,12.27365691,149.4466981,4.181431609,95.25159461,4.650166549,22.02172455,4.569043511,18.90245786,2.839900603,92.43876464,3.496680866,18.29770103,5.594876064,29.59800059,0.561797753,90.94101124,1.192099719,8.436829856,12.08948753,152.4563674,0.353857042,89.52583156,0.878025478,6.747323712,15.02823433,239.1437836,0.581146053,98.02985102,0.694702995,8.377485452,12.91089705,165.4235035,1239421,2.601643182,2.196,2.863146712,-3.682116536,4572.230802,1.069917539,0.62537282,3.811397624,25.49455002,10.28675,10.93633387,4,13.99,2.545173914,605,26.75609917,2.885,0.491437295,0.308102085,0.25723231,0.015232392,0.02110104,0.999996621,0.290848014,0.100102479,0.03366281,0.07892562,0.011390083,0.321993937,2363795,1.109347092,0.176,1.179424552,-1.192358222,3270.445995,0.329464179,-1.681342978,580348,1.620069384,1.914,1.128236435,-2.001559174,4973.157468,-0.479456589,-1.422838598,15,107.412,718.4820051,2.956133333,7.1608,2.999,0.161074901,6.829454255,17.49077345,0,4.983434046,454432,0.233055018,0.017,0.642146209,1.471102377,1029.248736,2.995618229,7.431352874,14560,0.737789148,0.054,1.004734178,-1.08013327,3530.235643,0.920121644,-0.868447772,2701,0.511382821,0.018,0.884399717,5.973934441,-0.032614101,1.331899785,-0.095870666,-11751399.3,4919308.783,124,9019,8,161,1,0,92,2406,5
"15",1420136,2034292,41.11059776,-3.234144264,2050.385642,11930,0.586444817,0.340379044,0.364,0.118832603,10.14756963,-0.132709227,-0.633780098,-0.522620438,20267,0.996267989,0.707658361,0.683,0.145023606,10.49740323,-0.137305707,0.38497963,-1.067948903,19453,0.956254068,1.294,0.145666921,62432,3.068979281,1.847,0.138189887,1920210,94.39205384,3.309,1.928424028,32197,1.582712806,0.571569836,0.563,0.223459399,10.36777889,-0.135602567,-0.078064434,-0.62931294,727907,35.78183466,2.32,0.384164895,1212261,59.59129761,3.876,1.44015726,61927,3.04415492,10.44,1.106221278,14.257,3.807604939,1.96988462,1.768390175,6.736706551,34.61395906,94.39205384,1.948,2.146,2.228,2.334,2.518,2.752,2.954,3.047,3.156,3.244,3.374,3.59,3.79,3.99,4.192,4.798,5.552,6.538,7.922,2.347943338,31.78910982,76.10430366,85.76698221,92.38825714,96.23957438,97.91047593,99.13075366,99.87745116,0.570928337,3.377761182,62.32220455,0.765060805,97.66779851,0.913629401,9.604172471,11.21290099,124.3348227,11.35001762,88.08600634,12.53632711,34.88695686,2.433892827,3.928464299,9.819851643,86.47121159,11.1424373,32.67498326,2.685163643,5.239490927,7.147937411,85.95305832,8.425931721,28.27271524,3.291673849,8.914906116,5.518217191,85.46162009,6.680530598,25.06849175,3.846995165,12.92699281,0.372182972,98.20795724,0.466489028,6.721214484,16.11530743,259.5228003,1135397,2.940889986,2.737,2.941388996,0.645881595,1052.480596,0.915862154,0.390504393,3.089140308,19.1738138,12.2305,16.15344976,2,14.215,2.806506815,652,12.41368098,3.091,0.461348576,0.289507929,0.256525006,0.016621429,0.01628137,0.999996877,0.2800418,0.099329755,0.027624233,0.080654908,0.011029141,0.315063997,2054205,0.850816097,0.016,1.144251263,6.117937385,500.327128,0.734519202,-1.30956799,440847,1.38063909,2.089,1.21513773,4.19498494,1906.213226,-0.132413506,-1.805200539,14,112.054,695.5017632,2.998714286,8.003857143,2.999,0.00082542,6.254694095,15.03683534,0,4.722141651,517232,0.174610308,0.007,0.584567981,8.54044009,153.8996157,3.478096412,10.46815503,15251,0.586142023,0.013,0.96818681,7.381662393,-0.114695974,1.277408887,-0.153936954,1658,0.42628468,0.014,0.857557509,9.326473738,-0.102522311,1.608469367,0.630089419,-11751399.3,4919308.783,124,9019,8,161,1,0,92,2406,5
"16",1351028,2022984,40.04218124,-2.27451348,12549.04805,14299,0.706827142,0.311976432,0.324,0.128110953,3.705690052,-0.092768269,-0.369735745,-0.907551301,24149,1.193731636,0.728629301,0.71,0.147335295,2.260077774,-0.105679987,0.226254002,-1.230177523,23427,1.158041784,1.279,0.148860183,71184,3.518762383,1.822,0.138681315,1889924,93.42258762,3.345,1.909359553,38448,1.900558779,0.573674053,0.582,0.245540929,2.797708079,-0.100878056,-0.17677841,-0.827619299,782605,38.68567423,2.498,0.420062366,1138636,56.28497309,3.942,1.423144577,63294,3.128744469,10.324,1.085697143,14.17,3.816970714,1.963144535,1.726371421,6.650402553,34.767403,93.42258762,1.845,2.156,2.271,2.444,2.678,2.826,2.901,2.99,3.087,3.216,3.419,3.615,3.808,3.996,4.32,4.849,5.592,6.554,7.813,2.804770384,30.4690798,74.24890582,85.27802027,92.50522249,96.09210561,97.83819134,99.11635398,99.88828373,0.573303492,3.398781994,62.35528788,0.654765978,97.66790406,0.788738111,8.890764985,12.13860388,146.0760456,5.162659123,94.1301273,5.744130127,24.3413866,4.044038309,14.37670061,5.535714286,89.03571429,6.522078571,25.12635639,3.851022131,12.92784978,4.017063633,87.91325986,4.912879488,21.58495519,4.625401801,19.57089932,3.632478632,84.68660969,4.57147792,20.56415229,4.885762622,22.09748798,0.452998549,98.08946835,0.551276151,7.404130549,14.63595586,213.2976692,1201427,2.821398079,2.616,2.914112854,-5.182399072,5054.71719,0.944811218,0.419452471,4.892947751,30.93919937,10.73333333,15.97526342,3,14.16,2.990557362,640,18.96965625,3.12,0.473177218,0.291057123,0.26487123,0.019518862,0.015981442,0.999997042,0.285907595,0.1028,0.029157813,0.089434375,0.011207813,0.321747766,2053119,0.90701276,0.039,1.189298624,-2.504488187,6078.466595,0.707309737,-1.357111817,404260,1.496529748,2.138,1.243655002,0.14452311,7908.445795,-0.233078765,-1.769090336,15,115.219,728.5554218,2.979066667,7.681266667,2.999,0.073372306,7.007375613,17.01874064,0,5.049885523,526896,0.246869544,0.013,0.715697115,-3.704196309,3477.664001,2.960661494,7.037937623,20368,1.140734878,0.325,1.180478551,-3.023643464,14131.93483,0.252467968,-1.763293547,2278,0.896963126,0.021,1.248757365,0.208332306,62050.03921,0.792198822,-1.287105892,-11751399.3,4919308.783,124,9019,8,161,1,0,92,2406,5
"17",1231166,1864795,39.76684461,-0.833747809,20707.14325,53542,2.87120032,0.349237309,0.374,0.115771966,-11.5575218,0.064470061,-0.660954221,-0.480647196,103328,5.540984398,0.705027611,0.681,0.138673322,-11.40986148,0.075236986,0.409202396,-0.970912816,41621,2.231934341,1.23,0.146379794,83762,4.491753785,1.82,0.137685064,1582534,84.86369815,5.831,3.421428792,156870,8.412184717,0.583591235,0.585,0.213776933,-11.46026008,0.071562079,-0.148057425,-0.545166554,354953,19.0344247,2.182,0.500786498,855911,45.89839634,5.157,1.618694029,497053,26.65456525,10.875,1.259225726,16.743,5.87939068,3.762784873,0.411697939,2.010046697,41.88138643,84.86369815,0.633,1.349,1.991,2.357,2.759,3.173,3.487,4.119,4.642,5.122,5.616,6.087,7.057,8.177,9.642,10.234,10.766,11.17,12.144,11.62396114,33.02400383,48.76355786,63.1239724,70.68854013,78.29970838,92.89650394,98.21716808,99.67545874,0.575131265,3.447931024,64.57668182,0.452912431,97.6073113,0.579898137,7.416231943,14.55378471,211.6278191,2.838121934,96.60126139,3.170676244,18.2731743,5.666141132,30.15501493,1.65843331,94.24841214,2.163796754,14.11037928,7.403538397,53.57483629,0.532481363,91.48029819,1.089208378,8.200116081,12.51413448,162.7338127,0.106571936,90.69271758,0.602301954,4.020297395,21.83396745,582.0332152,0.416172036,97.7913318,0.527410045,7.106858721,15.21745218,231.3134518,1365062,4.357839133,3.305,4.271400633,-2.132732582,13052.86359,0.637911558,-0.83989423,8.464948499,57.96359405,12.32125,18.70033234,4,16.662,4.628631286,591,27.3899154,4.176,0.734203567,0.293837162,0.424783396,0.110393607,0.037086548,0.999995071,0.335359772,0.079849408,0.025742809,0.08513198,0.053935702,0.396493594,1661569,0.518691831,0.036,0.873580075,-4.199456763,5042.366093,1.588152602,0.9588521,255890,0.997656388,0.49,1.043981069,-7.565679294,10003.31158,0.557730822,-1.339818439,19,112.817,772.512531,2.878631579,5.937736842,2.999,0.24890833,8.988375107,28.42002467,0,6.800560651,489522,0.138662943,0.012,0.471762051,-0.684847312,125.9575535,4.279623965,17.61660096,13071,0.239385892,0.021,0.556264555,-4.826998999,-0.003768722,3.051865564,8.839034604,3095,0.218114378,0.015,0.676016985,3.531359844,-0.079604553,3.186365786,8.362250817,-11751624.94,4919578.641,129,7054,5,122,4,0,133,2420,4
"18",1379384,1796735,43.42985889,-1.134433136,16520.77321,16487,0.917608885,0.333298114,0.348,0.111797281,3.867758407,4364.600797,-0.389514412,-0.802975259,42264,2.352266751,0.733038543,0.72,0.146087897,7.005543858,-0.118660443,0.176987588,-1.219730904,30133,1.677097624,1.222,0.144046329,44979,2.503374176,1.826,0.141922301,1662871,92.54959691,5.885,3.489991198,58751,3.269875636,0.620861381,0.627,0.226093831,6.125002782,1224.730784,-0.283147902,-0.717061374,330193,18.3773901,2.332,0.475673485,888169,49.43238708,5.251,1.604245078,519621,28.92029153,11.017,1.322905858,17.073,6.35751445,3.670703311,0.40892626,2.011474836,41.22867312,92.54959691,1.519,2.187,2.506,2.854,3.269,3.529,4.1,4.625,5.139,5.599,5.984,6.575,7.566,8.716,10.01,10.571,10.979,11.5,12.441,5.656266123,28.115641,44.81094297,61.09561076,69.12379302,76.89322788,92.53250205,98.13261069,99.63645127,0.572424283,3.426693956,64.40359848,1.078666191,97.11053356,1.272876471,11.38023416,9.407588222,86.87546614,16.13812544,83.4038055,17.79580691,40.46012585,1.838949751,1.383803028,14.18015482,82.82899367,15.88196341,38.29886231,2.045247514,2.196170226,11.64431898,82.28652082,13.32206422,35.1662707,2.374373068,3.668523839,9.419263456,82.89660057,10.90294972,32.03012337,2.756260775,5.641569473,0.489825991,97.79237199,0.61347026,7.706145722,14.01541509,195.8669526,1312118,4.688017454,3.849,4.353838556,1.276138946,13407.01227,0.540425322,-0.915595229,8.021876137,51.12351351,12.94825,17.43783926,4,16.869,4.305519665,635,25.4920315,4.191,0.604624121,0.276996031,0.335027484,0.0846226,0.019864098,0.999996783,0.306089015,0.099423622,0.021823622,0.079313386,0.049792126,0.378618421,1590403,0.46508349,0.009,0.916314113,8.047829972,4555.202651,1.694713414,1.119267073,241953,0.978589565,0.036,1.15612097,5.550477669,11460.91338,0.513843133,-1.565598373,17,110.466,704.0011522,2.947941176,6.498,2.999,0.112819253,8.26906595,25.50685682,0,6.273376969,516743,0.098561633,0.005,0.442270764,9.836861987,362.9036873,5.050246226,24.6232451,13500,0.227801185,0.005,0.587618628,7.684327189,8185.798354,2.867232313,7.345480967,951,0.89454469,0.044,1.221587955,2.644936033,0.028114494,0.806372954,-1.2603712,-11751624.94,4919578.641,129,7054,5,122,4,0,133,2420,4
"19",1329997,1758413,43.06413332,6.009923051,100836.3457,15289,0.869477193,0.322124403,0.333,0.119780419,12.25130747,167.9268277,-0.375684861,-0.838339067,36350,2.067204917,0.749299615,0.75,0.14343428,12.03493031,-0.173810954,0.008878936,-1.226176587,27571,1.567947917,1.225,0.148789987,41084,2.336424947,1.805,0.146153234,1638118,93.15888816,5.861,3.46558423,51639,2.936682111,0.622823854,0.642,0.238247001,12.09899411,49.59653053,-0.379762686,-0.766960817,318110,18.09074432,2.371,0.472199952,876823,49.86445164,5.224,1.596447333,511840,29.10806506,10.995,1.318793922,17.088,6.378248124,3.634281264,0.408903073,2.015192134,41.63049295,93.15888816,1.641,2.266,2.558,2.907,3.313,3.607,4.114,4.659,5.137,5.602,5.997,6.697,7.552,8.756,9.951,10.534,10.968,11.437,12.381,5.274477924,26.55602132,44.86789493,60.79164655,69.11148759,77.45891035,93.00049875,98.19393759,99.65565502,0.577800575,3.455626684,65.23689394,0.353797684,97.53065395,0.475657101,6.568251985,16.41543529,270.5403747,4.018492176,95.30583215,4.477147937,21.6071432,4.672280849,19.86090752,3.545103545,91.85679186,4.284843805,20.35159143,4.960697335,22.81173293,1.991465149,91.18065434,2.656233997,15.42486487,6.710373189,43.71051881,2.337938363,89.1958909,3.031888062,16.65145977,6.194015227,36.81605719,0.21740218,97.786864,0.313944803,5.163119631,20.86435676,439.843683,1410046,4.36996461,3.379,4.351860114,-1.737843861,79266.37635,0.635153405,-0.83233596,9.724299033,60.72978819,13.1744,17.0347503,5,16.575,3.709263714,648,31.2257716,4.02,0.580240028,0.264511289,0.334245339,0.083721607,0.019246894,0.999997231,0.307992572,0.097861111,0.021703704,0.08045216,0.049941358,0.390124264,1587918,0.456871563,0.025,0.903777979,-1.836155354,3422.975031,1.777989567,1.391612994,268560,0.882088256,0.023,1.148691129,18.74813572,7244.002174,0.695180859,-1.368727076,18,117.154,731.645292,2.923666667,6.508555556,2.999,0.188799614,7.745784216,25.37968149,0,5.924988967,459358,0.098344901,0.015,0.402990885,-12.75329657,660.11714,5.511569011,29.74229969,11542,0.249763646,0.019,0.615238417,-7.664045652,-0.080987075,2.966317282,7.733993311,997,0.425684052,0.02,0.95085992,-9.102463029,-0.074556046,1.993184461,2.057091831,-11751624.94,4919578.641,129,7054,5,122,4,0,133,2420,4
"20",1199978,2381696,33.50327249,-3.132912283,3842.632411,25597,1.074738338,0.325736453,0.342,0.121297714,-3.952749719,-0.053201471,-0.430586588,-0.849322392,39148,1.643702639,0.720551088,0.7,0.14722373,2.19116858,-0.088326362,0.267354834,-1.185651284,31990,1.343160504,1.284,0.149539606,73650,3.092334202,1.792,0.141875525,2211310,92.84602233,4.67,1.912443569,64745,2.718440977,0.564460731,0.56,0.237034552,-0.237835617,-0.074439701,-0.067275905,-0.827134439,453716,19.05012227,2.397,0.476312758,1805480,75.80648412,5.023,1.552752278,57754,2.424910652,9.939,0.598890173,12.19,4.712956941,2.087650556,0.359931427,2.727292695,45.58533079,92.84602233,1.696,2.239,2.584,2.899,3.179,3.381,3.609,3.967,4.247,4.481,4.743,5.043,5.417,5.784,6.266,6.636,6.98,7.62,8.303,3.233622791,12.82087455,35.68691024,57.18534791,73.35081669,87.75938471,95.99323003,98.53709167,99.88873466,0.581412978,3.504361447,61.30981061,0.303626769,97.30170031,0.42862945,6.09446641,17.66052257,314.257892,5.183887916,94.71103327,5.710350263,24.3908555,4.040114984,14.32940384,3.938417472,93.23308271,4.561833154,21.39997402,4.701806723,20.21118678,2.434721242,90.29640085,3.202738179,16.99746869,6.035298574,34.94677338,0.957107409,89.25912797,1.457146402,10.78746824,9.756144523,95.10972639,0.168020291,97.47374397,0.273211156,4.558362022,23.4694473,561.1828485,1631487,3.679488438,3.641,2.811713424,-2.879916316,4446.995393,0.228402114,-0.881282229,11.44721882,80.14761681,9.207636364,13.48826333,11,12.19,1.294946352,578,77.01636678,3.377,1.250768432,0.759688542,0.729041088,0.010975565,0.070691902,0.999974708,0.308594282,0.102892734,0.046057093,0.19017474,0.011517301,0.645248563,1557815,0.638857251,0.026,1.037155621,0.4281685,770.4069645,1.2628611,-0.211766553,258530,1.015468054,0.081,1.199585655,-1.945711503,2027.935414,0.513955805,-1.575553917,33,212.778,1489.763573,2.937363636,6.447818182,2.999,0.206857562,10.37769785,25.58652728,0,6.400364426,454787,0.266905609,0.01,0.717611429,3.515562048,259.8862715,2.738023475,5.808909268,13275,0.541309454,0.043,0.920553477,-0.930527509,-0.019035171,1.590367787,0.847446216,2482,0.575525786,0.025,1.039138471,4.975260228,-0.068306019,1.420883486,0.116331794,-11752133.67,4919336.397,126,7054,5,122,4,0,18,2468,3
