"","h_l1_std","h_l1_tgi","h_l1_vari","h_l1_skew","h_l1_kurt","h_l2_cnt","h_l2_per","h_l2_mean","h_l2_median","h_l2_std","h_l2_tgi","h_l2_vari","h_l2_skew","h_l2_kurt","h_l3_cnt","h_l3_per","h_l3_median","h_l3_std","h_l4_cnt","h_l4_per","h_l4_median","h_l4_std","h_l5_cnt","h_l5_per","h_l5_median","h_l5_std","h_GC_cnt","h_GC_per","h_GC_mean","h_GC_median","h_GC_std","h_GC_tgi","h_GC_vari","h_GC_skew","h_GC_kurt","h_US_cnt","h_US_per","h_US_median","h_US_std","h_MS_cnt","h_MS_per","h_MS_median","h_MS_std","h_OS_cnt","h_OS_per","h_OS_median","h_OS_std","h_zmax","h_zmean","h_zsd","h_zskew","h_zkurt","h_pzabovezmean","h_pzabove2","h_zq5","h_zq10","h_zq15","h_zq20","h_zq25","h_zq30","h_zq35","h_zq40","h_zq45","h_zq50","h_zq55","h_zq60","h_zq65","h_zq70","h_zq75","h_zq80","h_zq85","h_zq90","h_zq95","h_zpcum1","h_zpcum2","h_zpcum3","h_zpcum4","h_zpcum5","h_zpcum6","h_zpcum7","h_zpcum8","h_zpcum9","fDim","fInt","per_gap","s_lng_na_per","s_lng_zero_per","s_lng_prop_mn","s_lng_prop_sd","s_lng_prop_sk","s_lng_prop_ku","s_l1_na_per","s_l1_zero_per","s_l1_prop_mn","s_l1_prop_sd","s_l1_prop_sk","s_l1_prop_ku","s_l2_na_per","s_l2_zero_per","s_l2_prop_mn","s_l2_prop_sd","s_l2_prop_sk","s_l2_prop_ku","s_l3_na_per","s_l3_zero_per","s_l3_prop_mn","s_l3_prop_sd","s_l3_prop_sk","s_l3_prop_ku","s_l4_na_per","s_l4_zero_per","s_l4_prop_mn","s_l4_prop_sd","s_l4_prop_sk","s_l4_prop_ku","s_l5_na_per","s_l5_zero_per","s_l5_prop_mn","s_l5_prop_sd","s_l5_prop_sk","s_l5_prop_ku","vox_l1_cnt","vox_l1_mean","vox_l1_median","vox_l1_std","vox_l1_tgi","vox_l1_vari","vox_l1_skew","vox_l1_kurt","TBA","Basalarea","MeanTH","MDBH","TreesN","MaxTH","SDHT","nonocarea","StemsPacre","CBH","LAI","ULAI","MLAI","OLAI","FHD","GiSimp","LAHV","GCvol","USvol","MSvol","OSvol","canopyCover","fuel0_3l1_cnt","fuel0_3l1_mean","fuel0_3l1_median","fuel0_3l1_std","fuel0_3l1_tgi","fuel0_3l1_vari","fuel0_3l1_skew","fuel0_3l1_kurt","shrubs_l1_cnt","shrubs_l1_mean","shrubs_l1_median","shrubs_l1_std","shrubs_l1_tgi","shrubs_l1_vari","shrubs_l1_skew","shrubs_l1_kurt","ShrubsN","shrubArea","scaledShrubArea","MeanSH","MeanSA","MaxSH","SDSHT","MeanSD","MaxSD","MinSD","SDSD","fine_l1_cnt","fine_l1_mean","fine_l1_median","fine_l1_std","fine_l1_tgi","fine_l1_vari","fine_l1_skew","fine_l1_kurt","hr0_10_l1_cnt","hr0_10_l1_mean","hr0_10_l1_median","hr0_10_l1_std","hr0_10_l1_tgi","hr0_10_l1_vari","hr0_10_l1_skew","hr0_10_l1_kurt","hr100_1000_l1_cnt","hr100_1000_l1_mean","hr100_1000_l1_median","hr100_1000_l1_std","hr100_1000_l1_tgi","hr100_1000_l1_vari","hr100_1000_l1_skew","hr100_1000_l1_kurt","x","y","LF_EVC","LF_EVT","LF_FBFM13","LF_FBFM40","LF_CBD","LF_FDist","LF_ASP","LF_EVEL","LF_SLPD"
"11",0.114589602,-5.416823694,-0.000710827,-0.383427561,-0.8707655,4052,1.190458703,0.756050839,0.76,0.146888029,3.207798061,1902.692684,-0.042768008,-1.233854757,6657,1.955795554,1.336,0.150585638,17235,5.063562621,1.778,0.140609117,309668,90.9790142,4.78,1.918579107,6813,2.001627626,0.580269338,0.58,0.252001787,-0.287370098,1131.617319,-0.087046673,-1.093776996,74603,21.91801347,2.309,0.494773717,250190,73.50465519,5.124,1.536811446,8767,2.575703713,9.588,0.7104553,11.918,4.661199552,2.103473395,0.395355545,2.706106329,47.32337759,90.9790142,1.626,2.087,2.442,2.752,3.075,3.331,3.56,3.857,4.176,4.5,4.811,5.089,5.375,5.728,6.108,6.438,7.002,7.574,8.443,2.534579813,14.09898582,35.30049475,54.31939172,73.03185926,86.37549505,94.41640323,98.63061591,99.65713984,0.55731909,3.305355496,71.54501515,0.094885987,98.33009211,0.174374971,3.451895253,30.63893512,969.4531566,1.825340014,92.66284896,2.373579098,14.77291313,7.057357964,48.42456826,1.417936902,88.86919532,2.089610067,13.08715968,7.951559769,62.54709486,0.885582713,91.99433227,1.325327666,10.39291271,10.13449126,102.8833391,0.666199158,92.74193548,1.081111501,9.058203395,11.59889161,136.282451,0.040358869,98.62919013,0.099488509,2.284655403,45.12667195,2158.691965,782267,1.609552222,0.069,2.500694652,-4.201178452,49713.57182,1.41982315,0.892506506,8.35950022,58.42789185,9.242333333,20.77008612,3,11.04,1.772557568,579,20.96818653,3.015,0.4095757,0.275366808,0.21870528,0.002997635,0.007685439,0.999998716,0.307780005,0.109697755,0.015656304,0.046162349,0.00182038,0.212907518,1386194,0.162965902,0.032,0.501435286,-1.318860884,1312.624156,4.287642172,17.38036447,28364,1.582717247,1.998,1.096960149,-5.255629196,12050.95177,-0.44816482,-1.426047528,13,61.296,428.4222698,2.946923077,4.715076923,2.999,0.09277613,9.867286896,26.67147587,0,8.160966929,608357,0.056044951,0.023,0.200636623,-0.358263786,984.2917503,11.27803198,137.5149815,10533,0.108321466,0.017,0.39421168,-3.747663796,4635.931813,5.816407041,33.72293422,5547,0.030511267,0.024,0.032960685,0.81133592,-0.016718936,7.243606365,77.35834036,-11755627.77,4921185.813,330,7146,8,101,0,0,186,2627,12
"12",0.123210115,1.298007562,-0.125525828,0.286128565,-0.916516945,5179,1.411852583,0.730197528,0.729,0.14888958,8.488979955,-0.18614208,0.141156458,-1.215533338,8193,2.233502261,1.339,0.143157271,19889,5.421961,1.764,0.138969402,326942,89.12799906,4.772,1.974782254,11799,3.216537676,0.4655025,0.441,0.270302147,4.454380646,-0.152132453,0.308756637,-1.110006355,82550,22.50404146,2.294,0.503341519,261206,71.20763965,5.143,1.561477484,11268,3.071781213,9.643,0.683539974,11.826,4.619176875,2.206860255,0.369665416,2.670367667,46.74052608,89.12799906,1.446,1.92,2.333,2.647,2.953,3.241,3.488,3.8,4.11,4.415,4.744,5.048,5.385,5.768,6.143,6.471,7.096,7.692,8.54,3.714608175,15.46799265,36.12024361,54.80451009,71.91253524,84.99272127,93.35345208,98.13124622,99.51911281,0.558835047,3.273181859,71.63109091,0.014228922,98.47103768,0.079099784,1.454680937,62.30963932,4640.875555,0.246652572,96.47639183,0.50289993,5.615834549,18.36181071,353.601537,0.070052539,92.29422067,0.468998249,3.334543795,25.33842054,813.7228672,0.108264165,92.20498015,0.516149405,3.956873105,23.22576333,632.1507337,0.318471338,92.88747346,0.670304317,6.351899437,16.29092158,276.5803242,0.005580565,98.6936828,0.056987937,0.987317421,79.19252502,8593.891539,747879,1.762724332,0.091,2.586961695,-0.075050106,-0.072474751,1.319207748,0.617018272,8.250938794,59.51945846,9.6405,18.74487314,4,11.17,1.061012881,561,28.85461676,2.961,0.495910727,0.350887378,0.23038961,0.004056523,0.017483742,0.999996445,0.294675055,0.068393939,0.017565062,0.048,0.002087344,0.213595468,1435046,0.176970032,0.039,0.511875456,6.319131657,-0.142600111,4.134167366,16.09394348,24610,1.724825721,2.106,1.044978455,-3.777048755,-0.065315261,-0.684132138,-1.070747366,10,56.596,408.2642418,2.8942,5.6596,2.999,0.17220711,8.777837002,26.07606381,0,7.869656305,601905,0.075052533,0.027,0.257351543,7.776890896,-0.149973343,8.537527563,77.44391446,11325,0.137623841,0.028,0.406732846,4.137089623,-0.129060559,5.315822407,28.78762324,2551,0.045251274,0.026,0.098968888,16.02641167,-0.185353478,17.55812595,399.6339032,-11755627.77,4921185.813,330,7146,8,101,0,0,186,2627,12
"13",0.126584201,15.70485923,-2738.576117,-0.148989744,-0.973317098,4836,1.432388084,0.711093672,0.689,0.150904304,16.29652877,-0.247445612,0.334932323,-1.198781695,4104,1.215574999,1.261,0.148072257,13280,3.933439568,1.826,0.133715946,307889,91.19448608,4.811,1.954020772,12344,3.656203165,0.45406408,0.429,0.247430929,15.93665718,-1665.783064,0.409119943,-0.712818712,69335,20.53652353,2.361,0.463775079,246147,72.90695401,5.173,1.542196923,9791,2.900023103,9.59,0.70893413,11.939,4.684437086,2.171105798,0.316950994,2.727035009,47.38313716,91.19448608,1.548,2.089,2.443,2.753,3.059,3.355,3.611,3.909,4.212,4.515,4.848,5.137,5.441,5.828,6.191,6.498,7.069,7.659,8.562,4.13457893,14.2750936,34.4773352,53.89703095,72.16689967,85.85582437,93.91083361,98.45741908,99.63034927,0.552818938,3.288671593,71.3407197,0.858757835,97.82533464,1.008488757,10.16579688,10.58473103,110.4704349,10.84840056,84.17941586,12.18985744,34.15229351,2.509317209,4.312191464,9.784946237,84.76702509,11.10884946,32.61602044,2.693364293,5.280756879,8.60670194,84.9382716,9.845252205,30.78789073,2.934567051,6.647384698,6.633201864,85.98063822,7.681122266,27.32738572,3.462271259,10.04174471,0.461786688,98.42732887,0.559430509,7.47742429,14.48313525,208.9130913,663590,1.884047781,0.054,2.65540057,3.209330669,6882.049127,1.182555828,0.229554615,3.908012238,24.14532647,9.15825,11.99955993,4,11.184,1.919602802,655,24.71364885,3.1,0.366774615,0.234107083,0.208123464,0.004263491,0.007872582,0.999998642,0.32565722,0.070537405,0.013116031,0.041561832,0.001740458,0.214870619,1447542,0.136117974,0.016,0.49113035,10.22632963,9581.876075,4.525349895,19.3646602,27408,1.580269155,2.076,1.177381016,1.354912192,1406.416704,-0.407400358,-1.58233921,12,70.12,433.2305502,2.96575,5.843333333,2.999,0.069316304,9.690119118,25.75868818,0,8.133119715,688030,0.039158415,0.013,0.181744176,10.67979086,10667.9421,11.76318214,147.8667685,15788,0.078374778,0.009,0.302191739,12.54402435,10580.71059,6.765436353,49.2385782,6233,0.0260807,0.022,0.049364681,12.27378773,-0.136887192,38.9061581,1677.862225,-11755627.77,4921185.813,330,7146,8,101,0,0,186,2627,12
"14",0.141861317,12.65177272,-0.112524292,-0.277249061,-1.105696013,16746,4.043325832,0.74381512,0.738,0.14475536,12.03298088,-0.085494672,0.072173518,-1.212137443,16104,3.888314774,1.244,0.148605022,21556,5.204701519,1.751,0.144397706,348934,84.2502004,7.168,3.620155301,27563,6.655093152,0.563603563,0.584,0.266283102,12.2758235,-0.096102349,-0.2579913,-0.930008201,76354,18.43569214,2.012,0.566848571,198014,47.81052916,6.257,1.768464022,112226,27.09699539,10.804,2.403411992,18.837,6.504858223,4.061874359,0.469861335,2.591915487,49.59194908,84.2502004,0.785,1.438,1.932,2.456,2.991,3.677,4.166,5.085,5.72,6.418,6.953,7.438,8.166,8.758,9.197,9.693,10.413,11.786,14.631,14.49453829,30.78163784,44.45836834,60.72011513,76.99707357,88.17885048,92.29396652,96.34461411,99.3461401,0.560702766,3.337052028,73.51482576,0.162357777,98.17176598,0.249383126,4.476657635,23.95823906,583.5840722,3.292035398,91.50442478,3.929925664,19.63217132,5.185094154,25.05351356,3.232758621,85.91954023,4.154637213,19.45615866,5.197128529,25.31800351,1.397348621,90.93514869,1.976467216,12.98466693,8.048371791,63.93887568,0.211864407,93.53813559,0.574449153,5.274788035,19.02321058,389.5491468,0.069724771,98.52706422,0.130993853,2.957412647,35.83495757,1325.348766,834856,2.723746613,0.107,4.196771146,-3.043484279,85972.86627,1.472665122,1.142387774,8.331853299,57.63737792,11.6485,19.1009538,4,18.281,5.697424535,585,27.67083761,5.23,0.47219056,0.166174777,0.302490324,0.084861077,0.008904925,0.999999279,0.322495639,0.073765812,0.008846154,0.036524786,0.031100855,0.181543624,1353097,0.153768837,0.038,0.435597716,-2.128341927,24203.37766,4.621136482,21.50153424,35596,1.166882346,1.038,1.050102317,1.082109922,3826.583585,0.293813184,-1.447720672,11,57.292,396.3296685,2.711818182,5.208363636,2.999,0.390207334,8.452111412,20.96327913,0,6.401644102,569443,0.062823547,0.024,0.184207685,-1.727364009,27823.77071,9.933007026,114.7058373,11444,0.096716008,0.019,0.287082864,-3.033508413,6512.58252,6.17214539,42.51731599,12482,0.086289697,0.043,0.158880879,2.278402262,278578.3136,5.465517139,38.80110033,-11755771.59,4921086.152,234,7126,5,122,0,0,232,2605,10
"15",0.12900948,17.10162525,-0.248011366,-0.407264188,-0.937207172,13356,3.165296444,0.745913971,0.743,0.143416075,14.83167709,-0.218152668,0.044310455,-1.168797939,21792,5.164580721,1.278,0.141058271,27985,6.632286687,1.741,0.142583009,350191,82.99328595,7.272,3.645979556,21980,5.209135658,0.575480482,0.586,0.253012873,15.72230644,-0.229867928,-0.200728629,-0.941432411,90750,21.50723662,1.915,0.553303259,194078,45.99538809,6.4425,1.76551396,115140,27.28752865,10.834,2.4199217,18.684,6.48804596,4.088301364,0.481620945,2.562040367,50.07240177,82.99328595,0.966,1.471,1.84,2.264,2.834,3.498,4.073,5.034,5.695,6.505,6.958,7.48,8.205,8.766,9.192,9.707,10.422,11.795,14.677,15.38107867,31.74569318,44.38424731,59.93383055,76.40793749,87.78661775,92.0290937,95.88716118,99.26128163,0.552412678,3.305965065,73.24234091,0.071410641,98.32509586,0.138902397,2.997927301,35.23494491,1285.057179,1.656095842,95.63072586,2.015909091,14.07118804,7.484111992,54.4398038,1.206529454,91.16394606,1.730283889,12.08516298,8.6798913,74.72854886,0.573682323,91.10792399,1.026744353,8.437253433,12.38315452,156.6638496,0.563181978,94.15698698,0.841541711,8.298563859,12.82927494,165.6142853,0.023879171,98.58424067,0.074590311,1.77717314,56.83571942,3493.748433,752661,3.013247696,0.14,4.312994819,-3.924520593,1386.284018,1.327008339,0.71604046,8.17271238,61.93603865,11.69666667,21.79998883,3,18.102,6.867133706,534,22.73516854,4.976,0.566047751,0.225256503,0.343163874,0.093516875,0.02073576,0.999997692,0.305172521,0.062589888,0.011840824,0.040955056,0.034318352,0.182392143,1505900,0.162963816,0.039,0.44809602,-3.001870891,-0.084954737,4.328695938,18.67794007,38228,1.502407921,1.654,0.94791332,0.230582009,-0.082098843,-0.290513289,-1.130862448,12,54.976,416.6298167,2.69825,4.581333333,2.999,0.424867065,9.022594977,21.20434194,0,6.667757633,613284,0.054331515,0.025,0.114814567,-2.408808278,-0.088884106,11.74641714,204.2508561,11953,0.097114867,0.029,0.265883166,-6.158077828,-0.065309997,7.323199577,62.09721494,14111,0.104694777,0.077,0.107447866,6.880045533,-0.135792105,3.230792927,24.2125496,-11755771.59,4921086.152,234,7126,5,122,0,0,232,2605,10
"16",0.124798951,19.80440263,-0.183251798,-0.281235414,-0.971001812,10128,2.725298618,0.728690166,0.718,0.140906355,19.89063754,-0.189305174,0.184330798,-1.115594127,7258,1.953023042,1.258,0.145114985,12865,3.461785813,1.779,0.14132165,333967,89.86569939,7.265,3.693766842,17538,4.719222666,0.549013285,0.556,0.2493459,19.85420233,-0.186747555,-0.097337889,-0.977442843,55123,14.83280368,2.202,0.53809068,185489,49.91241265,6.241,1.761981765,113478,30.53529192,10.848,2.450051099,18.948,6.989351057,4.025309535,0.438068976,2.619736712,48.63613981,89.86569939,1.075,1.986,2.548,3.043,3.701,4.187,5.058,5.675,6.311,6.909,7.258,7.901,8.606,9.055,9.523,9.994,10.92,12.73,14.997,9.263076319,25.80685958,40.08949858,57.59015785,74.3559385,86.51009348,91.14378434,95.70105429,99.15640994,0.554867643,3.305072567,73.46838636,0.576421826,97.80327308,0.703408751,8.349571685,12.93319611,166.2472374,10.59743954,81.43669986,12.15587482,33.75026417,2.543109541,4.499672932,8.972094666,83.92794066,10.29411515,31.35951581,2.853411769,6.178437931,6.776034237,88.15977175,7.746997147,27.61381084,3.420831203,9.745665112,4.866008463,89.70380818,5.677320169,23.65076443,4.163683092,15.42375813,0.215064611,98.37669782,0.291049506,5.125688285,21.10412402,448.3902194,701381,3.170206219,0.089,4.473735907,1.97122646,57524.16973,1.243394728,0.45537551,10.74165318,69.44088701,11.75133333,24.73019862,3,18.288,6.970401519,626,19.39389776,5.537,0.42263727,0.135407216,0.276218024,0.08457022,0,1,0.336802776,0.079110224,0.0065,0.033777955,0.03043131,0.175090849,1371557,0.101082806,0.013,0.383016833,11.21892263,1465.175492,5.802554905,34.09493575,16778,1.539276076,1.9795,1.16931789,-3.99201087,-0.096467418,-0.286292111,-1.636537534,6,34.982,226.1459264,2.959833333,5.830333333,2.999,0.090656311,3.79742373,9.558024269,0,3.501404057,651436,0.038948804,0.01,0.152122207,11.62482868,1471.41001,12.19146233,176.2521518,15009,0.054266573,0.008,0.201026384,12.71372536,8561.399171,8.607520482,84.92830803,16875,0.127608474,0.085,0.12725574,6.751501917,4873.422797,2.397588235,28.24547871,-11755771.59,4921086.152,234,7126,5,122,0,0,232,2605,10
"17",0.126339107,13.2713845,-0.201400717,-0.30580308,-0.942541533,11470,0.938189123,0.746902964,0.746,0.145024899,15.43176959,-0.237056103,0.026582355,-1.209135848,11307,0.924856531,1.239,0.14342125,16398,1.341275087,1.826,0.146231163,1173954,96.02361586,5.848,2.976924254,20909,1.710252518,0.546636711,0.542,0.259770996,14.45650177,-0.220960106,-0.037815962,-1.071921475,130486,10.67310775,2.403,0.484649001,917631,75.0576655,5.733,1.553252648,153542,12.55897422,11.879,2.341311957,16.783,6.057492354,3.086840278,1.138485526,4.612916517,43.90945943,96.02361586,2.158,2.739,3.266,3.729,3.994,4.193,4.451,4.822,5.276,5.739,5.988,6.275,6.587,7.048,7.475,7.837,8.41,9.974,12.185,2.978814249,15.88125641,42.06509745,66.55986952,84.87076782,90.21934994,93.27619672,95.85356058,97.40734046,0.570640029,3.355102522,67.33111364,0.36647737,98.16333687,0.466164346,6.673770061,16.2106931,262.9327193,0.991150442,91.22123894,1.494654867,10.98255258,9.5653201,91.4407631,0.602409639,89.75903614,1.108763288,8.650211251,12.03969068,148.292919,0.560616678,92.92221444,0.967662929,8.340260017,12.54977965,160.7693192,0.648181491,94.346417,0.94199856,8.900386499,11.93636506,143.1249493,0.344666891,98.44599988,0.428515672,6.467783199,16.76491417,280.9099724,1138259,3.574291899,2.861,3.926499394,-1.348961209,12305.2956,0.96993014,0.419347028,5.38143599,37.74338374,14.09,16.01722824,2,16.366,3.218750068,577,14.02724437,4.315,0.485052485,0.182645244,0.339488395,0.025094667,0.018286809,0.999997746,0.304755914,0.09832409,0.012109185,0.080495667,0.01855286,0.253776435,1377658,0.243009751,0.04,0.643902696,-1.012559542,78.33421374,3.22289335,8.852687319,56653,1.469776958,2.107,1.211581757,-1.772916802,907.3368942,-0.213363189,-1.793834661,7,47.337,332.0040523,2.999,6.762428571,2.999,0,3.491630282,11.60054158,0,3.112757262,545712,0.06790718,0.025,0.249373416,-0.63949599,14.10268263,9.427210654,92.47592817,10367,0.19009646,0.026,0.547874614,-1.470480686,-0.018040298,3.842024862,13.64132227,2747,0.128556971,0.019,0.489791881,4.895162176,-0.058808486,4.981064524,23.31422301,-11755400.9,4920604.518,120,7054,5,122,4,0,175,2585,10
"18",0.129320803,18.73357369,-0.303015483,-0.515324945,-0.811515149,11913,1.021444942,0.743048183,0.737,0.14493263,20.67653941,-0.332780761,0.077211759,-1.182133842,12102,1.037650188,1.242,0.146282797,18475,1.584084219,1.834,0.147304039,1115890,95.67868684,5.884,2.954679397,19820,1.699407265,0.57179329,0.577,0.251963792,19.90141176,-0.320906187,-0.175976012,-0.902631744,128209,10.99290142,2.376,0.492566739,870467,74.63561776,5.768,1.566209013,147791,12.67190208,11.836,2.332732083,16.936,6.040956662,3.071173734,1.096234555,4.520684249,44.51323814,95.67868684,2.101,2.692,3.237,3.687,3.956,4.165,4.43,4.823,5.296,5.767,6.014,6.29,6.598,7.083,7.493,7.864,8.449,9.796,12.129,3.162603341,16.56437615,42.67418112,67.0513922,85.0877915,90.76272887,93.72692461,96.36735758,97.6774136,0.567807797,3.348849211,67.73882576,0.158428935,98.42429759,0.234077248,4.416013652,24.36050332,601.8138177,1.298701299,89.82098982,1.866798877,12.52211143,8.365398364,69.21968025,1.34991119,90.55062167,1.908909414,12.76625021,8.196865615,66.38019253,0.491745697,92.93993678,0.864499473,7.8181645,13.40308146,183.746009,0.573271229,92.79828019,0.918509495,8.392093813,12.60383263,160.6507904,0.121934885,98.74739618,0.17921897,3.872932091,27.83298967,785.3905846,1127894,3.554495148,2.795,3.929022793,-1.937980873,2652.244494,0.968648289,0.391401167,5.565910674,40.95359296,14.346,16.40129126,2,16.936,3.662813127,550,14.71585455,4.308,0.511192969,0.19489092,0.368153781,0.029732836,0.023824902,0.999997139,0.309241816,0.094661818,0.012952727,0.085387273,0.020301818,0.257064094,1393565,0.231853006,0.038,0.626793846,-2.175710195,64.45897623,3.313050131,9.494693445,56039,1.519047467,2.109,1.192517367,-4.432121577,366.877996,-0.296292232,-1.730719829,7,51.79,381.0673048,2.998857143,7.398571429,2.999,0.000377964,2.987227967,10.60153503,0,3.019833573,548931,0.05551244,0.024,0.18909566,-1.898978938,-0.094216265,11.81258749,151.5682977,9892,0.159099677,0.028,0.465371563,-3.144588602,-0.087890808,4.539279515,20.27571703,2997,0.10933667,0.021,0.441939493,5.255554525,-0.101393764,5.534589573,29.62606151,-11755400.9,4920604.518,120,7054,5,122,4,0,175,2585,10
"19",0.130351081,14.35506108,-0.20753899,-0.306287332,-0.976939711,23415,4.97627159,0.730123553,0.726,0.139044624,18.85731736,-0.245892961,0.176344971,-1.022329478,18497,3.93107391,1.211,0.141491709,14837,3.153232611,1.782,0.146496078,402515,85.54447828,6.537,2.715694616,34682,7.370790146,0.591803212,0.614,0.241524878,17.39468771,-0.233433063,-0.36721996,-0.702138116,92692,19.69936221,2.274,0.577255813,268954,57.15943409,6.436,1.698509085,74203,15.7699885,10.251,1.112672624,14.235,5.760248046,3.184791931,0.031054032,2.047117999,55.17083818,85.54447828,0.736,1.298,2.077,2.469,2.825,3.298,3.932,5.086,5.777,6.11,6.403,6.738,7.43,7.886,8.283,8.62,9.068,9.922,10.758,10.82611274,25.31703678,36.4440874,44.14945731,62.91195654,78.89885639,90.22483205,97.4188626,99.11355092,0.555378521,3.286128779,71.72412879,0.592082234,98.12898599,0.711428254,8.459105167,12.77193061,161.9657892,10.50583658,88.14998231,11.68423063,33.7091718,2.569774921,4.614780186,10.20191286,83.20935175,11.74204392,33.18978358,2.609940058,4.849852729,8.537017357,82.67800213,9.976755225,30.63820186,2.941344339,6.706875241,7.881597718,84.09415121,9.138380884,29.56470859,3.104165596,7.684166445,0.157063467,98.78091032,0.215686252,4.384766394,24.67346078,614.2727779,681436,2.728409832,0.19,3.597452722,7.618236876,6543.381965,1.008601989,-0.379224723,0.955314573,5.966090871,4.025,13.23474673,1,4.025,0,648,6.245154321,3.45625,0.311971832,0.14159203,0.183566727,0.018591112,0,1,0.332872171,0.069223765,0.012762346,0.040044753,0.011442901,0.158962421,1499190,0.167020917,0.013,0.530099024,6.62752694,24668.16617,3.87323215,14.2042774,36054,1.322059328,1.2695,1.063719079,7.745102766,4134.220774,0.085169833,-1.556684012,9,47.025,293.6785757,2.751666667,5.225,2.999,0.497158174,4.946645856,15.42517595,0,4.303205772,693963,0.065323584,0.01,0.309029779,6.231790075,28430.7446,7.228328376,53.89409485,15716,0.149410792,0.01,0.42537204,12.31461055,16025.599,3.99759814,16.32057211,4177,0.245454872,0.029,0.582460787,9.409217679,38146.86721,3.121720905,9.440714673,-11755400.9,4920604.518,120,7054,5,122,4,0,175,2585,10
"20",0.122907695,3.73882681,2824.129009,-0.706993371,-0.417628614,7573,0.944041865,0.721434966,0.71,0.150311857,9.193170322,-0.125102131,0.211597262,-1.233644188,10324,1.286978505,1.326,0.143991527,35809,4.463910625,1.808,0.138820948,743933,92.737871,5.594,3.047959985,12123,1.51123987,0.578414254,0.56,0.232012759,7.146048077,1059.872935,-0.101840748,-0.709888199,158511,19.75980723,2.321,0.46461951,485281,60.49459666,5.333,1.67475481,146274,18.23435624,10.725,1.638121761,16.585,5.858657633,3.186721504,0.666492667,2.776981083,44.23832788,92.737871,1.805,2.219,2.566,2.902,3.299,3.699,4.1,4.407,4.795,5.193,5.768,6.253,6.707,7.247,8.035,8.776,9.423,10.511,11.931,3.735283998,25.22687948,47.49111181,64.15840177,76.60598264,87.82342792,93.99991025,97.97117384,99.54574239,0.581234037,3.460466533,71.97799242,0.02300937,97.28191165,0.118979364,1.818830181,51.31912976,3064.378886,0.069881202,99.33612858,0.121006289,2.965149013,35.66505131,1315.044934,0,94.23213022,0.430721868,1.866924415,4.229258055,16.18274323,0,93.54380986,0.362820149,1.60779057,4.535094971,19.35216849,0,90.95763617,0.403435386,1.607191498,4.233292905,16.96121678,0.023628631,97.38222036,0.109979143,1.816425454,52.78949638,3164.063171,1149140,3.174708067,1.525,3.824060023,-0.215499797,21331.39066,1.018067695,-0.015163356,8.670587414,53.57049852,11.58666667,13.07493028,6,15.253,3.025508068,655,37.07047328,3.76,0.67449445,0.358547617,0.376865321,0.065272884,0.029876083,0.999994989,0.279651615,0.087598473,0.022522137,0.082885496,0.033036641,0.330716389,1335902,0.319314818,0.046,0.724644645,-2.291712215,477.1242424,2.575859625,5.070232621,57065,1.523935845,2.027,1.177965414,-2.652080694,3918.279906,-0.329027164,-1.677562401,12,86.252,532.9007618,2.955333333,7.187666667,2.999,0.098770932,9.771402957,23.22673744,0,7.489210025,512919,0.119167738,0.028,0.393686685,-1.816555712,60.13603538,5.436479311,29.53250325,14226,0.418461409,0.109,0.710519108,-0.281799522,-0.007046916,2.119103578,3.240456323,1129,0.306868025,0.029,0.80420888,10.13263685,-0.007234224,2.639857505,5.129477595,-11754186.29,4919629.632,125,7054,5,121,6,112,-1,2523,2
